"","word","n"
"9540","company in",95
"9541","company said",95
"9542","confidence in",95
"9543","consists of",95
"9544","couldn't get",95
"9545","council members",95
"9546","day this",95
"9547","faith and",95
"9548","fans and",95
"9549","far i",95
"9550","find some",95
"9551","fish and",95
"9552","four months",95
"9553","from some",95
"9554","given up",95
"9555","guilty to",95
"9556","guys have",95
"9557","he goes",95
"9558","heard it",95
"9559","highly recommend",95
"9560","his office",95
"9561","hosted by",95
"9562","how my",95
"9563","i wake",95
"9564","i’ve never",95
"9565","im in",95
"9566","important for",95
"9567","it actually",95
"9568","just went",95
"9569","know what's",95
"9570","lost to",95
"9571","my dreams",95
"9572","my goal",95
"9573","needs of",95
"9574","news is",95
"9575","not looking",95
"9576","our last",95
"9577","out today",95
"9578","people but",95
"9579","person that",95
"9580","place is",95
"9581","play at",95
"9582","provide the",95
"9583","putting the",95
"9584","reading a",95
"9585","really are",95
"9586","really great",95
"9587","rights to",95
"9588","rt just",95
"9589","rules and",95
"9590","said what",95
"9591","saturday morning",95
"9592","share it",95
"9593","signed a",95
"9594","some cases",95
"9595","stick with",95
"9596","still need",95
"9597","study of",95
"9598","take off",95
"9599","take out",95
"9600","takes place",95
"9601","tell a",95
"9602","that long",95
"9603","the christmas",95
"9604","the coffee",95
"9605","the concert",95
"9606","the far",95
"9607","the gas",95
"9608","the meat",95
"9609","the panel",95
"9610","the ride",95
"9611","the royal",95
"9612","the teacher",95
"9613","the texas",95
"9614","this can",95
"9615","this sunday",95
"9616","thrilled to",95
"9617","to agree",95
"9618","to engage",95
"9619","told reporters",95
"9620","tuesday the",95
"9621","two decades",95
"9622","two to",95
"9623","up about",95
"9624","up you",95
"9625","will ever",95
"9626","with in",95
"9627","wonder why",95
"9628","years since",95
"9629","a clean",94
"9630","a funny",94
"9631","a leader",94
"9632","a traditional",94
"9633","already has",94
"9634","am on",94
"9635","and hit",94
"9636","and self",94
"9637","and up",94
"9638","and watching",94
"9639","are starting",94
"9640","are welcome",94
"9641","array of",94
"9642","as bad",94
"9643","authority to",94
"9644","been around",94
"9645","been one",94
"9646","break from",94
"9647","but these",94
"9648","can afford",94
"9649","can put",94
"9650","card and",94
"9651","center the",94
"9652","class i",94
"9653","course and",94
"9654","experience the",94
"9655","fans are",94
"9656","food for",94
"9657","given that",94
"9658","global warming",94
"9659","got off",94
"9660","happy monday",94
"9661","has nothing",94
"9662","has now",94
"9663","haven't had",94
"9664","having been",94
"9665","held a",94
"9666","house with",94
"9667","how hard",94
"9668","i'm watching",94
"9669","if it’s",94
"9670","involved with",94
"9671","is off",94
"9672","it starts",94
"9673","its so",94
"9674","length of",94
"9675","like when",94
"9676","mean you",94
"9677","morning in",94
"9678","movie and",94
"9679","my only",94
"9680","my soul",94
"9681","near future",94
"9682","nearly as",94
"9683","of going",94
"9684","of may",94
"9685","oh so",94
"9686","on something",94
"9687","one would",94
"9688","path to",94
"9689","percent and",94
"9690","planning on",94
"9691","point and",94
"9692","produced by",94
"9693","quick and",94
"9694","ran out",94
"9695","said all",94
"9696","season to",94
"9697","sister and",94
"9698","sitting at",94
"9699","so fast",94
"9700","spring and",94
"9701","state is",94
"9702","stop and",94
"9703","system that",94
"9704","ten years",94
"9705","that doesn’t",94
"9706","that wasn't",94
"9707","the bright",94
"9708","the cast",94
"9709","the coast",94
"9710","the constitution",94
"9711","the deep",94
"9712","the lineup",94
"9713","the mountain",94
"9714","the natural",94
"9715","the online",94
"9716","the rule",94
"9717","the toilet",94
"9718","them off",94
"9719","then that",94
"9720","thing but",94
"9721","think i'll",94
"9722","time now",94
"9723","to commit",94
"9724","to police",94
"9725","to stick",94
"9726","too so",94
"9727","top and",94
"9728","tuesday that",94
"9729","u need",94
"9730","us up",94
"9731","was her",94
"9732","was surprised",94
"9733","was then",94
"9734","wasn't a",94
"9735","we only",94
"9736","week on",94
"9737","who cares",94
"9738","will provide",94
"9739","with which",94
"9740","words to",94
"9741","work today",94
"9742","you liked",94
"9743","your mouth",94
"9744","a play",93
"9745","a popular",93
"9746","a slow",93
"9747","a teacher",93
"9748","a text",93
"9749","a voice",93
"9750","a wild",93
"9751","an actual",93
"9752","an area",93
"9753","an estimated",93
"9754","and life",93
"9755","and police",93
"9756","and she's",93
"9757","and such",93
"9758","are i",93
"9759","at each",93
"9760","awesome and",93
"9761","be difficult",93
"9762","be said",93
"9763","birthday party",93
"9764","but their",93
"9765","certainly not",93
"9766","could never",93
"9767","course you",93
"9768","cover and",93
"9769","did she",93
"9770","done so",93
"9771","easy and",93
"9772","end and",93
"9773","filed a",93
"9774","film is",93
"9775","follow for",93
"9776","for best",93
"9777","for how",93
"9778","for six",93
"9779","friday in",93
"9780","from where",93
"9781","get at",93
"9782","giving away",93
"9783","good about",93
"9784","great idea",93
"9785","guess the",93
"9786","guys in",93
"9787","has happened",93
"9788","have worked",93
"9789","help from",93
"9790","hits and",93
"9791","holy spirit",93
"9792","hope we",93
"9793","i pray",93
"9794","i tend",93
"9795","i'll just",93
"9796","i’ll be",93
"9797","in last",93
"9798","in reality",93
"9799","is real",93
"9800","it good",93
"9801","it well",93
"9802","it's ok",93
"9803","it’s all",93
"9804","know more",93
"9805","make for",93
"9806","mom i",93
"9807","my eye",93
"9808","my tweets",93
"9809","not come",93
"9810","not do",93
"9811","on over",93
"9812","ones i",93
"9813","other states",93
"9814","out into",93
"9815","out we",93
"9816","p.m and",93
"9817","places to",93
"9818","rt thanks",93
"9819","said one",93
"9820","search of",93
"9821","something and",93
"9822","stories and",93
"9823","summer i",93
"9824","taxes and",93
"9825","teams in",93
"9826","the effect",93
"9827","the fish",93
"9828","the garage",93
"9829","the images",93
"9830","the notion",93
"9831","the presence",93
"9832","the songs",93
"9833","their work",93
"9834","them it",93
"9835","them you",93
"9836","think its",93
"9837","through an",93
"9838","thursday that",93
"9839","to party",93
"9840","to roll",93
"9841","told police",93
"9842","tonight is",93
"9843","uses the",93
"9844","views of",93
"9845","was hoping",93
"9846","was kind",93
"9847","was sitting",93
"9848","we met",93
"9849","what have",93
"9850","will change",93
"9851","will soon",93
"9852","wish it",93
"9853","worked in",93
"9854","year on",93
"9855","years with",93
"9856","you're looking",93
"9857","your music",93
"9858","a i",92
"9859","a lesson",92
"9860","a pre",92
"9861","a strange",92
"9862","a typical",92
"9863","against him",92
"9864","all other",92
"9865","all there",92
"9866","and drink",92
"9867","and personal",92
"9868","and probably",92
"9869","and you'll",92
"9870","any suggestions",92
"9871","anything you",92
"9872","are likely",92
"9873","are playing",92
"9874","as fuck",92
"9875","aware that",92
"9876","away to",92
"9877","be fine",92
"9878","be put",92
"9879","be something",92
"9880","before this",92
"9881","begins to",92
"9882","blood pressure",92
"9883","but those",92
"9884","but why",92
"9885","cannot wait",92
"9886","career in",92
"9887","celebrate the",92
"9888","change it",92
"9889","control over",92
"9890","cream and",92
"9891","cut into",92
"9892","de la",92
"9893","emphasis on",92
"9894","evidence that",92
"9895","face it",92
"9896","flowers and",92
"9897","from each",92
"9898","girls are",92
"9899","had that",92
"9900","he can't",92
"9901","help in",92
"9902","holiday season",92
"9903","hours in",92
"9904","investment in",92
"9905","it being",92
"9906","it easy",92
"9907","its just",92
"9908","let alone",92
"9909","love ya",92
"9910","meeting in",92
"9911","might just",92
"9912","much that",92
"9913","music in",92
"9914","my desk",92
"9915","my writing",92
"9916","new mexico",92
"9917","next one",92
"9918","no but",92
"9919","not mean",92
"9920","now that's",92
"9921","of bed",92
"9922","of family",92
"9923","of justice",92
"9924","off as",92
"9925","offered a",92
"9926","oh the",92
"9927","other countries",92
"9928","our home",92
"9929","our next",92
"9930","players in",92
"9931","remain in",92
"9932","remember what",92
"9933","right before",92
"9934","rt we",92
"9935","sales and",92
"9936","shot and",92
"9937","size and",92
"9938","something more",92
"9939","staying in",92
"9940","taking it",92
"9941","that come",92
"9942","that other",92
"9943","that works",92
"9944","that's so",92
"9945","the anti",92
"9946","the birds",92
"9947","the birth",92
"9948","the desert",92
"9949","the ladies",92
"9950","the mission",92
"9951","the theater",92
"9952","this type",92
"9953","three games",92
"9954","time around",92
"9955","to blow",92
"9956","to either",92
"9957","today it's",92
"9958","tonight the",92
"9959","was asked",92
"9960","was making",92
"9961","way around",92
"9962","when her",92
"9963","when in",92
"9964","wide receiver",92
"9965","you thought",92
"9966","you’re not",92
"9967","yourself a",92
"9968","ago but",91
"9969","all four",91
"9970","an assistant",91
"9971","and head",91
"9972","and know",91
"9973","assigned to",91
"9974","be willing",91
"9975","being held",91
"9976","by using",91
"9977","can now",91
"9978","can't say",91
"9979","changing the",91
"9980","choose a",91
"9981","considering the",91
"9982","creation of",91
"9983","cut off",91
"9984","day my",91
"9985","dealt with",91
"9986","doesn't get",91
"9987","dont have",91
"9988","during an",91
"9989","edition of",91
"9990","effect of",91
"9991","everyone had",91
"9992","field of",91
"9993","finished a",91
"9994","followed the",91
"9995","for themselves",91
"9996","from another",91
"9997","gives the",91
"9998","guess it",91
"9999","had taken",91
"10000","he always",91
"10001","he believes",91
"10002","he found",91
"10003","he likes",91
"10004","help and",91
"10005","help him",91
"10006","however that",91
"10007","i'll try",91
"10008","i'm good",91
"10009","in federal",91
"10010","in ny",91
"10011","income tax",91
"10012","into something",91
"10013","it today",91
"10014","it’s like",91
"10015","last couple",91
"10016","law firm",91
"10017","like being",91
"10018","maybe they",91
"10019","me maybe",91
"10020","me smile",91
"10021","missed it",91
"10022","more importantly",91
"10023","much but",91
"10024","my followers",91
"10025","my music",91
"10026","night on",91
"10027","of at",91
"10028","of north",91
"10029","one hour",91
"10030","or call",91
"10031","p.m the",91
"10032","people just",91
"10033","point that",91
"10034","public health",91
"10035","quickly and",91
"10036","read my",91
"10037","really appreciate",91
"10038","responsibility for",91
"10039","s p",91
"10040","said about",91
"10041","said my",91
"10042","say he",91
"10043","say in",91
"10044","season he",91
"10045","served in",91
"10046","shot at",91
"10047","should follow",91
"10048","showed that",91
"10049","showing up",91
"10050","taking care",91
"10051","team the",91
"10052","telling you",91
"10053","tells the",91
"10054","that allows",91
"10055","that money",91
"10056","that movie",91
"10057","the bigger",91
"10058","the freedom",91
"10059","the lovely",91
"10060","the production",91
"10061","the s",91
"10062","the saints",91
"10063","their heads",91
"10064","their time",91
"10065","then in",91
"10066","though and",91
"10067","though you",91
"10068","to capture",91
"10069","to class",91
"10070","to donate",91
"10071","to steal",91
"10072","tough to",91
"10073","u i",91
"10074","u.s district",91
"10075","up after",91
"10076","up against",91
"10077","us this",91
"10078","was held",91
"10079","way or",91
"10080","we say",91
"10081","welcome back",91
"10082","were being",91
"10083","were given",91
"10084","while in",91
"10085","will let",91
"10086","work so",91
"10087","wrong and",91
